x,y
0.000000,0.000000
6.000000,0.008299
12.000000,0.008299
18.000000,0.008299
24.000000,0.008299
30.000000,0.008299
36.000000,0.008299
42.000000,0.008299
48.000000,0.008299
54.000000,0.008299
60.000000,0.008299
66.000000,0.008299
72.000000,0.008299
78.000000,0.008299
84.000000,0.008299
90.000000,0.008299
96.000000,0.008299
102.000000,0.008299
108.000000,0.008299
114.000000,0.008299
120.000000,0.008299
126.000000,0.008299
132.000000,0.008299
138.000000,0.008299
144.000000,0.008299
150.000000,0.008299
156.000000,0.008299
162.000000,0.008299
168.000000,0.008299
174.000000,0.008299
180.000000,0.008299
186.000000,0.008299
192.000000,0.008299
198.000000,0.008299
204.000000,0.008299
210.000000,0.008299
216.000000,0.008299
222.000000,0.008299
228.000000,0.008299
234.000000,0.008299
240.000000,0.008299
246.000000,0.008299
252.000000,0.008299
258.000000,0.008299
264.000000,0.008299
270.000000,0.008299
276.000000,0.008299
282.000000,0.008299
288.000000,0.008299
294.000000,0.008299
300.000000,0.008299
306.000000,0.008299
312.000000,0.008299
318.000000,0.008299
324.000000,0.008299
330.000000,0.008299
336.000000,0.008299
342.000000,0.008299
348.000000,0.008299
354.000000,0.008299
360.000000,0.008299
366.000000,0.008299
372.000000,0.008299
378.000000,0.008299
384.000000,0.008299
390.000000,0.008299
396.000000,0.008299
402.000000,0.008299
408.000000,0.008299
414.000000,0.008299
420.000000,0.008299
426.000000,0.008299
432.000000,0.008299
438.000000,0.008299
444.000000,0.008299
450.000000,0.008299
456.000000,0.008299
462.000000,0.008299
468.000000,0.008299
474.000000,0.008299
480.000000,0.008299
486.000000,0.008299
492.000000,0.008299
498.000000,0.008299
504.000000,0.008299
510.000000,0.008299
516.000000,0.008299
522.000000,0.008299
528.000000,0.008299
534.000000,0.008299
540.000000,0.008299
546.000000,0.008299
552.000000,0.008299
558.000000,0.008299
564.000000,0.008299
570.000000,0.008299
576.000000,0.008299
582.000000,0.008299
588.000000,0.008299
594.000000,0.008299
600.000000,0.008299
