x,y
-0.001000,0.001000
5.999000,0.001350
11.999000,0.001659
17.999000,0.001926
23.999000,0.002155
29.999000,0.002350
35.999000,0.002516
41.999000,0.002654
47.999000,0.002768
53.999000,0.002860
59.999000,0.002934
65.999000,0.002990
71.999000,0.003032
77.999000,0.003060
83.999000,0.003077
89.999000,0.003083
90.001000,0.003083
96.001000,0.003081
102.001000,0.003070
108.001000,0.003053
114.001000,0.003031
120.001000,0.003003
126.001000,0.002971
132.001000,0.002935
138.001000,0.002897
144.001000,0.002856
150.001000,0.002813
156.001000,0.002768
162.001000,0.002722
168.001000,0.002676
174.001000,0.002628
180.001000,0.002581
186.001000,0.002533
192.001000,0.002486
198.001000,0.002439
204.001000,0.002392
210.001000,0.002346
216.001000,0.002301
222.001000,0.002256
228.001000,0.002212
234.001000,0.002169
240.001000,0.002127
246.001000,0.002086
252.001000,0.002046
258.001000,0.002007
264.001000,0.001969
270.001000,0.001932
276.001000,0.001896
282.001000,0.001862
288.001000,0.001828
294.001000,0.001796
300.001000,0.001764
306.001000,0.001734
312.001000,0.001704
318.001000,0.001676
324.001000,0.001649
330.001000,0.001622
336.001000,0.001597
342.001000,0.001572
348.001000,0.001549
354.001000,0.001526
360.001000,0.001504
366.001000,0.001483
372.001000,0.001463
378.001000,0.001444
384.001000,0.001425
390.001000,0.001407
396.001000,0.001390
402.001000,0.001373
408.001000,0.001357
414.001000,0.001342
420.001000,0.001328
426.001000,0.001314
432.001000,0.001300
438.001000,0.001287
444.001000,0.001275
450.001000,0.001263
456.001000,0.001252
462.001000,0.001241
468.001000,0.001230
474.001000,0.001220
480.001000,0.001211
486.001000,0.001202
492.001000,0.001193
498.001000,0.001184
504.001000,0.001176
510.001000,0.001169
516.001000,0.001161
522.001000,0.001154
528.001000,0.001148
534.001000,0.001141
540.001000,0.001135
546.001000,0.001129
552.001000,0.001123
558.001000,0.001118
564.001000,0.001113
570.001000,0.001108
576.001000,0.001103
582.001000,0.001098
588.001000,0.001094
594.001000,0.001090
600.001000,0.001086
